"","hospital","year","epiweek","total_tested","inf_a_pos","inf_b_pos","sars_cov2_pos","vsr_pos","flu_gen_inc","flu_gen_inc_roll","flua_inc","flua_inc_roll","flub_inc","flub_inc_roll","scv2_inc","scv2_inc_roll","rsv_inc","rsv_inc_roll"
"34","Hospital de Chimaltenango",2026,15,25,0,0,0,2,0,6.41025641025641,0,6.41025641025641,0,0,0,0,8,11.5384615384615
"35","Hospital de Chimaltenango",2026,16,27,3,0,0,1,11.1111111111111,5.79710144927536,11.1111111111111,5.79710144927536,0,0,0,0,3.7037037037037,4.34782608695652
"36","Hospital de Chimaltenango",2026,17,17,1,0,0,0,5.88235294117647,5.63380281690141,5.88235294117647,5.63380281690141,0,0,0,0,0,2.8169014084507
"37","Hospital de Chimaltenango",2026,18,27,0,0,0,1,0,3.92156862745098,0,3.92156862745098,0,0,0,0,3.7037037037037,3.92156862745098
"38","Hospital de Chimaltenango",2026,53,7,1,0,0,1,14.2857142857143,NA,14.2857142857143,NA,0,NA,0,NA,14.2857142857143,NA
"39","Hospital de Coatepeque",2025,10,4,1,0,0,0,25,NA,25,NA,0,NA,0,NA,0,NA
"40","Hospital de Coatepeque",2025,11,7,3,0,0,0,42.8571428571429,41.1764705882353,42.8571428571429,41.1764705882353,0,0,0,0,0,0
"41","Hospital de Coatepeque",2025,12,6,3,0,0,0,50,31.8181818181818,50,31.8181818181818,0,0,0,0,0,0
"42","Hospital de Coatepeque",2025,13,9,1,0,0,0,11.1111111111111,29.6296296296296,11.1111111111111,29.6296296296296,0,0,0,3.7037037037037,0,0
"43","Hospital de Coatepeque",2025,14,12,4,0,1,0,33.3333333333333,30.5555555555556,33.3333333333333,30.5555555555556,0,0,8.33333333333333,2.77777777777778,0,0
"44","Hospital de Coatepeque",2025,15,15,6,0,0,0,40,37.5,40,37.5,0,0,0,3.125,0,0
"45","Hospital de Coatepeque",2025,16,5,2,0,0,0,40,39.2857142857143,40,39.2857142857143,0,0,0,7.14285714285714,0,0
"46","Hospital de Coatepeque",2025,17,8,3,0,2,0,37.5,34.4827586206897,37.5,34.4827586206897,0,0,25,10.3448275862069,0,0
"47","Hospital de Coatepeque",2025,18,16,5,0,1,0,31.25,41.4634146341463,31.25,41.4634146341463,0,0,6.25,7.31707317073171,0,0
"48","Hospital de Coatepeque",2025,19,17,9,0,0,0,52.9411764705882,40.3846153846154,52.9411764705882,40.3846153846154,0,0,0,1.92307692307692,0,0
"49","Hospital de Coatepeque",2025,20,19,7,0,0,0,36.8421052631579,31.25,36.8421052631579,31.25,0,0,0,0,0,0
