"","hospital","epiweek","year","total_tested","total_pos","total_neg","sars_cov2_pos","sars_cov2_neg","inf_a_pos","inf_a_neg","inf_b_pos","inf_b_neg","vsr_pos","vsr_neg","inf_a_h1n1","inf_a_h3n2","inf_a_nosub","vsr_a","vsr_b","vsr_nosub","epiweek_date","tested_roll","inf_a_pos_roll","inf_b_pos_roll","sars_cov2_pos_roll","vsr_pos_roll","flua_inc","flub_inc","scv2_inc","rsv_inc","flu_gen_inc","flua_inc_roll","flub_inc_roll","scv2_inc_roll","rsv_inc_roll","flu_gen_inc_roll"
"126","Overall",20,2025,19,NA,NA,0,NA,7,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8421052631579,0,0,0,368.421052631579,31.25,0,0,0,312.5
"127","Overall",21,2025,28,NA,NA,0,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2857142857143,0,0,0,142.857142857143,20.8333333333333,0,1.38888888888889,0,208.333333333333
"128","Overall",22,2025,25,NA,NA,1,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,4,0,160,14.4578313253012,0,1.20481927710843,0,144.578313253012
"129","Overall",23,2025,30,NA,NA,0,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3333333333333,0,0,0,133.333333333333,16.4556962025316,0,2.53164556962025,0,164.556962025316
"130","Overall",24,2025,24,NA,NA,1,NA,5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8333333333333,0,4.16666666666667,0,208.333333333333,18.1818181818182,0,1.2987012987013,0,181.818181818182
"131","Overall",25,2025,23,NA,NA,0,NA,5,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7391304347826,0,0,0,217.391304347826,20,0,1.53846153846154,0,200
"132","Overall",26,2025,18,NA,NA,0,NA,3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,0,0,0,166.666666666667,17.2413793103448,0,0,0,172.413793103448
"133","Overall",27,2025,17,NA,NA,0,NA,2,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7647058823529,0,0,0,117.647058823529,13.1578947368421,0,0,0,131.578947368421
"134","Overall",28,2025,3,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5.55555555555556,2.77777777777778,0,27.7777777777778,83.3333333333333
"135","Overall",29,2025,16,NA,NA,0,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.25,0,62.5,62.5,0,2.77777777777778,0,55.5555555555556,27.7777777777778
"136","Overall",30,2025,17,NA,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,58.8235294117647,0,0,2.08333333333333,0,41.6666666666667,20.8333333333333
"137","Overall",31,2025,15,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,21.7391304347826,0
"138","Overall",32,2025,14,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2.63157894736842,0,0,0,26.3157894736842
"139","Overall",33,2025,9,NA,NA,0,NA,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111111,0,0,0,111.111111111111,12.1212121212121,0,0,0,121.212121212121
"140","Overall",34,2025,10,NA,NA,0,NA,3,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,0,300,6.77966101694915,0,3.38983050847458,33.8983050847458,67.7966101694915
"141","Overall",35,2025,40,NA,NA,2,NA,0,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,50,0,5.3763440860215,0,3.2258064516129,64.5161290322581,53.7634408602151
"142","Overall",36,2025,43,NA,NA,1,NA,2,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65116279069767,0,2.32558139534884,93.0232558139535,46.5116279069767,3.27868852459016,0,5.73770491803279,98.3606557377049,32.7868852459016
"143","Overall",37,2025,39,NA,NA,4,NA,2,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12820512820513,0,10.2564102564103,153.846153846154,51.2820512820513,4.20168067226891,0,5.88235294117647,126.050420168067,42.0168067226891
"144","Overall",38,2025,37,NA,NA,2,NA,1,NA,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7027027027027,0,5.4054054054054,135.135135135135,27.027027027027,5.35714285714286,0,7.14285714285714,169.642857142857,53.5714285714286
"145","Overall",39,2025,36,NA,NA,2,NA,3,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,0,5.55555555555556,222.222222222222,83.3333333333333,4.83870967741935,0,4.03225806451613,225.806451612903,48.3870967741936
"146","Overall",40,2025,51,NA,NA,1,NA,2,NA,0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92156862745098,0,1.96078431372549,294.117647058824,39.2156862745098,3.93700787401575,0,2.36220472440945,307.086614173228,39.3700787401575
"147","Overall",41,2025,40,NA,NA,0,NA,0,NA,0,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,400,0,2.96296296296296,0,0.740740740740741,340.740740740741,29.6296296296296
"148","Overall",42,2025,44,NA,NA,0,NA,2,NA,0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54545454545455,0,0,340.909090909091,45.4545454545455,3.17460317460317,0,1.58730158730159,396.825396825397,31.7460317460317
"149","Overall",43,2025,42,NA,NA,2,NA,2,NA,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76190476190476,0,4.76190476190476,452.380952380952,47.6190476190476,3.6231884057971,0,1.44927536231884,485.507246376812,36.231884057971
"150","Overall",44,2025,52,NA,NA,0,NA,1,NA,0,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92307692307692,0,0,634.615384615385,19.2307692307692,3.67647058823529,0,1.47058823529412,551.470588235294,36.7647058823529
"151","Overall",45,2025,42,NA,NA,0,NA,2,NA,0,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76190476190476,0,0,547.619047619048,47.6190476190476,2.96296296296296,0.740740740740741,0.740740740740741,570.37037037037,37.037037037037
"152","Overall",46,2025,41,NA,NA,1,NA,1,NA,1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4390243902439,2.4390243902439,2.4390243902439,512.19512195122,48.780487804878,7.85714285714286,0.714285714285714,1.42857142857143,564.285714285714,85.7142857142857
"153","Overall",47,2025,57,NA,NA,1,NA,8,NA,0,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0350877192982,0,1.75438596491228,614.035087719298,140.350877192982,10.3448275862069,0.689655172413793,1.37931034482759,544.827586206897,110.344827586207
"154","Overall",48,2025,47,NA,NA,0,NA,6,NA,0,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7659574468085,0,0,489.36170212766,127.659574468085,12.4137931034483,0,0.689655172413793,551.724137931035,124.137931034483
"155","Overall",49,2025,41,NA,NA,0,NA,4,NA,0,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75609756097561,0,0,536.585365853659,97.5609756097561,10.8527131782946,0,1.55038759689922,496.124031007752,108.527131782946
"156","Overall",50,2025,41,NA,NA,2,NA,4,NA,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75609756097561,0,4.8780487804878,463.414634146341,97.5609756097561,12.9770992366412,0,1.52671755725191,435.114503816794,129.770992366412
"157","Overall",51,2025,49,NA,NA,0,NA,9,NA,0,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3673469387755,0,0,326.530612244898,183.673469387755,15.5172413793103,0,1.72413793103448,396.551724137931,155.172413793103
"158","Overall",52,2025,26,NA,NA,0,NA,5,NA,0,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2307692307692,0,0,423.076923076923,192.307692307692,21.0526315789474,0,0,368.421052631579,210.526315789474
"159","Overall",53,2025,20,NA,NA,0,NA,6,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,0,400,300,21.0526315789474,0,0,385.964912280702,210.526315789474
"160","Overall",53,2026,11,NA,NA,0,NA,1,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09090909090909,0,0,272.727272727273,90.9090909090909,NA,NA,NA,NA,NA
