"week_start","lugar","source","total_tested","inf_a_pos","inf_b_pos","vsr_pos","ns1_pos","igm_pos","igg_pos","month","denom","total_tested_roll","inf_a_pos_roll","inf_b_pos_roll","vsr_pos_roll","ns1_pos_roll","igm_pos_roll","igg_pos_roll","denom_roll","inf_a_pos_rate","inf_b_pos_rate","vsr_pos_rate","ns1_pos_rate","igm_pos_rate","igg_pos_rate","inf_a_pos_inc","inf_b_pos_inc","vsr_pos_inc","ns1_pos_inc","igm_pos_inc","igg_pos_inc","inf_a_pos_rate_roll","inf_b_pos_rate_roll","vsr_pos_rate_roll","ns1_pos_rate_roll","igm_pos_rate_roll","igg_pos_rate_roll","inf_a_pos_inc_roll","inf_b_pos_inc_roll","vsr_pos_inc_roll","ns1_pos_inc_roll","igm_pos_inc_roll","igg_pos_inc_roll"
2026-05-31,"Banasa","Resp",9,0,0,0,NA,NA,NA,5,3000,23,3,0,0,NA,NA,NA,9000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0.130434782608696,0,0,NA,NA,NA,0.000333333333333333,0,0,NA,NA,NA
2026-06-07,"Banasa","Resp",8,1,0,0,NA,NA,NA,6,3000,25,1,0,0,NA,NA,NA,9000,0.125,0,0,NA,NA,NA,0.000333333333333333,0,0,NA,NA,NA,0.04,0,0,NA,NA,NA,0.000111111111111111,0,0,NA,NA,NA
2026-06-14,"Banasa","Resp",8,0,0,0,NA,NA,NA,6,3000,26,1,0,0,NA,NA,NA,9000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0.0384615384615385,0,0,NA,NA,NA,0.000111111111111111,0,0,NA,NA,NA
2026-06-21,"Banasa","Resp",10,0,0,0,NA,NA,NA,6,3000,27,0,0,0,NA,NA,NA,9000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2026-06-28,"Banasa","Resp",9,0,0,0,NA,NA,NA,6,3000,24,0,0,0,NA,NA,NA,9000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2026-07-05,"Banasa","Resp",5,0,0,0,NA,NA,NA,7,3000,27,0,0,0,NA,NA,NA,9000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2026-07-12,"Banasa","Resp",13,0,0,0,NA,NA,NA,7,3000,33,0,1,1,NA,NA,NA,9000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0.0303030303030303,0.0303030303030303,NA,NA,NA,0,0.000111111111111111,0.000111111111111111,NA,NA,NA
2026-07-19,"Banasa","Resp",15,0,1,1,NA,NA,NA,7,3000,35,0,1,2,NA,NA,NA,9000,0,0.0666666666666667,0.0666666666666667,NA,NA,NA,0,0.000333333333333333,0.000333333333333333,NA,NA,NA,0,0.0285714285714286,0.0571428571428571,NA,NA,NA,0,0.000111111111111111,0.000222222222222222,NA,NA,NA
2026-07-26,"Banasa","Resp",7,0,0,1,NA,NA,NA,7,3000,27,0,1,2,NA,NA,NA,9000,0,0,0.142857142857143,NA,NA,NA,0,0,0.000333333333333333,NA,NA,NA,0,0.037037037037037,0.0740740740740741,NA,NA,NA,0,0.000111111111111111,0.000222222222222222,NA,NA,NA
2026-08-02,"Banasa","Resp",5,0,0,0,NA,NA,NA,8,3000,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-20,"Pantaleon","Deng",4,NA,NA,NA,0,0,3,7,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.75,NA,NA,NA,0,0,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-08-03,"Pantaleon","Deng",4,NA,NA,NA,0,0,2,8,5000,11,NA,NA,NA,0,0,8,15000,NA,NA,NA,0,0,0.5,NA,NA,NA,0,0,4e-04,NA,NA,NA,0,0,0.727272727272727,NA,NA,NA,0,0,0.000533333333333333
2025-08-10,"Pantaleon","Deng",3,NA,NA,NA,0,0,3,8,5000,9,NA,NA,NA,0,0,7,15000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,6e-04,NA,NA,NA,0,0,0.777777777777778,NA,NA,NA,0,0,0.000466666666666667
2025-08-17,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,8,5000,7,NA,NA,NA,0,0,7,15000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,4e-04,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000466666666666667
2025-08-24,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,8,5000,5,NA,NA,NA,0,0,4,15000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,4e-04,NA,NA,NA,0,0,0.8,NA,NA,NA,0,0,0.000266666666666667
2025-09-07,"Pantaleon","Deng",1,NA,NA,NA,0,0,0,9,5000,6,NA,NA,NA,0,1,5,15000,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0.166666666666667,0.833333333333333,NA,NA,NA,0,6.66666666666667e-05,0.000333333333333333
2025-09-14,"Pantaleon","Deng",3,NA,NA,NA,0,1,3,9,5000,7,NA,NA,NA,0,1,6,15000,NA,NA,NA,0,0.333333333333333,1,NA,NA,NA,0,2e-04,6e-04,NA,NA,NA,0,0.142857142857143,0.857142857142857,NA,NA,NA,0,6.66666666666667e-05,4e-04
2025-09-21,"Pantaleon","Deng",3,NA,NA,NA,0,0,3,9,5000,12,NA,NA,NA,0,1,12,15000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,6e-04,NA,NA,NA,0,0.0833333333333333,1,NA,NA,NA,0,6.66666666666667e-05,8e-04
2025-09-28,"Pantaleon","Deng",6,NA,NA,NA,0,0,6,9,5000,12,NA,NA,NA,0,0,11,15000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.0012,NA,NA,NA,0,0,0.916666666666667,NA,NA,NA,0,0,0.000733333333333333
2025-10-05,"Pantaleon","Deng",3,NA,NA,NA,0,0,2,10,5000,11,NA,NA,NA,0,0,10,15000,NA,NA,NA,0,0,0.666666666666667,NA,NA,NA,0,0,4e-04,NA,NA,NA,0,0,0.909090909090909,NA,NA,NA,0,0,0.000666666666666667
2025-10-12,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,10,5000,7,NA,NA,NA,0,0,5,15000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,4e-04,NA,NA,NA,0,0,0.714285714285714,NA,NA,NA,0,0,0.000333333333333333
2025-10-19,"Pantaleon","Deng",2,NA,NA,NA,0,0,1,10,5000,6,NA,NA,NA,0,0,5,17000,NA,NA,NA,0,0,0.5,NA,NA,NA,0,0,2e-04,NA,NA,NA,0,0,0.833333333333333,NA,NA,NA,0,0,0.000294117647058824
2025-11-02,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,11,7000,6,NA,NA,NA,0,0,4,19000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000285714285714286,NA,NA,NA,0,0,0.666666666666667,NA,NA,NA,0,0,0.000210526315789474
2025-11-16,"Pantaleon","Deng",2,NA,NA,NA,0,0,1,11,7000,8,NA,NA,NA,0,0,7,21000,NA,NA,NA,0,0,0.5,NA,NA,NA,0,0,0.000142857142857143,NA,NA,NA,0,0,0.875,NA,NA,NA,0,0,0.000333333333333333
2025-11-30,"Pantaleon","Deng",4,NA,NA,NA,0,0,4,11,7000,9,NA,NA,NA,0,0,8,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000571428571428571,NA,NA,NA,0,0,0.888888888888889,NA,NA,NA,0,0,0.000380952380952381
2025-12-14,"Pantaleon","Deng",3,NA,NA,NA,0,0,3,12,7000,9,NA,NA,NA,0,0,9,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000428571428571429,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000428571428571429
2025-12-21,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,12,7000,7,NA,NA,NA,0,0,6,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000285714285714286,NA,NA,NA,0,0,0.857142857142857,NA,NA,NA,0,0,0.000285714285714286
2025-12-28,"Pantaleon","Deng",2,NA,NA,NA,0,0,1,12,7000,6,NA,NA,NA,1,0,4,21000,NA,NA,NA,0,0,0.5,NA,NA,NA,0,0,0.000142857142857143,NA,NA,NA,0.166666666666667,0,0.666666666666667,NA,NA,NA,4.76190476190476e-05,0,0.00019047619047619
2026-01-04,"Pantaleon","Deng",2,NA,NA,NA,1,0,1,1,7000,6,NA,NA,NA,1,0,4,21000,NA,NA,NA,0.5,0,0.5,NA,NA,NA,0.000142857142857143,0,0.000142857142857143,NA,NA,NA,0.166666666666667,0,0.666666666666667,NA,NA,NA,4.76190476190476e-05,0,0.00019047619047619
2026-01-11,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,1,7000,7,NA,NA,NA,1,0,4,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000285714285714286,NA,NA,NA,0.142857142857143,0,0.571428571428571,NA,NA,NA,4.76190476190476e-05,0,0.00019047619047619
2026-01-25,"Pantaleon","Deng",3,NA,NA,NA,0,0,1,1,7000,7,NA,NA,NA,0,0,5,21000,NA,NA,NA,0,0,0.333333333333333,NA,NA,NA,0,0,0.000142857142857143,NA,NA,NA,0,0,0.714285714285714,NA,NA,NA,0,0,0.000238095238095238
2026-02-01,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,2,7000,9,NA,NA,NA,0,0,7,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000285714285714286,NA,NA,NA,0,0,0.777777777777778,NA,NA,NA,0,0,0.000333333333333333
2026-02-08,"Pantaleon","Deng",4,NA,NA,NA,0,0,4,2,7000,9,NA,NA,NA,0,0,9,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000571428571428571,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000428571428571429
2026-02-15,"Pantaleon","Deng",3,NA,NA,NA,0,0,3,2,7000,14,NA,NA,NA,0,0,14,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000428571428571429,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000666666666666667
2026-02-22,"Pantaleon","Deng",7,NA,NA,NA,0,0,7,2,7000,13,NA,NA,NA,0,0,13,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.001,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000619047619047619
2026-03-01,"Pantaleon","Deng",3,NA,NA,NA,0,0,3,3,7000,15,NA,NA,NA,0,0,14,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000428571428571429,NA,NA,NA,0,0,0.933333333333333,NA,NA,NA,0,0,0.000666666666666667
2026-03-08,"Pantaleon","Deng",5,NA,NA,NA,0,0,4,3,7000,13,NA,NA,NA,0,0,10,21000,NA,NA,NA,0,0,0.8,NA,NA,NA,0,0,0.000571428571428571,NA,NA,NA,0,0,0.769230769230769,NA,NA,NA,0,0,0.000476190476190476
2026-03-15,"Pantaleon","Deng",5,NA,NA,NA,0,0,3,3,7000,12,NA,NA,NA,0,0,8,21000,NA,NA,NA,0,0,0.6,NA,NA,NA,0,0,0.000428571428571429,NA,NA,NA,0,0,0.666666666666667,NA,NA,NA,0,0,0.000380952380952381
2026-03-22,"Pantaleon","Deng",2,NA,NA,NA,0,0,1,3,7000,10,NA,NA,NA,0,0,4,21000,NA,NA,NA,0,0,0.5,NA,NA,NA,0,0,0.000142857142857143,NA,NA,NA,0,0,0.4,NA,NA,NA,0,0,0.00019047619047619
2026-03-29,"Pantaleon","Deng",3,NA,NA,NA,0,0,0,3,7000,8,NA,NA,NA,0,0,3,21000,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0.375,NA,NA,NA,0,0,0.000142857142857143
2026-04-05,"Pantaleon","Deng",3,NA,NA,NA,0,0,2,4,7000,8,NA,NA,NA,0,0,4,21000,NA,NA,NA,0,0,0.666666666666667,NA,NA,NA,0,0,0.000285714285714286,NA,NA,NA,0,0,0.5,NA,NA,NA,0,0,0.00019047619047619
2026-04-12,"Pantaleon","Deng",2,NA,NA,NA,0,0,2,4,7000,10,NA,NA,NA,0,0,9,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000285714285714286,NA,NA,NA,0,0,0.9,NA,NA,NA,0,0,0.000428571428571429
2026-04-19,"Pantaleon","Deng",5,NA,NA,NA,0,0,5,4,7000,10,NA,NA,NA,0,0,8,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000714285714285714,NA,NA,NA,0,0,0.8,NA,NA,NA,0,0,0.000380952380952381
2026-04-26,"Pantaleon","Deng",3,NA,NA,NA,0,0,1,4,7000,19,NA,NA,NA,0,0,17,21000,NA,NA,NA,0,0,0.333333333333333,NA,NA,NA,0,0,0.000142857142857143,NA,NA,NA,0,0,0.894736842105263,NA,NA,NA,0,0,0.00080952380952381
2026-05-03,"Pantaleon","Deng",11,NA,NA,NA,0,0,11,5,7000,32,NA,NA,NA,0,1,29,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.00157142857142857,NA,NA,NA,0,0.03125,0.90625,NA,NA,NA,0,4.76190476190476e-05,0.00138095238095238
2026-05-10,"Pantaleon","Deng",18,NA,NA,NA,0,1,17,5,7000,32,NA,NA,NA,0,1,31,21000,NA,NA,NA,0,0.0555555555555556,0.944444444444444,NA,NA,NA,0,0.000142857142857143,0.00242857142857143,NA,NA,NA,0,0.03125,0.96875,NA,NA,NA,0,4.76190476190476e-05,0.00147619047619048
2026-05-17,"Pantaleon","Deng",3,NA,NA,NA,0,0,3,5,7000,28,NA,NA,NA,0,1,26,21000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.000428571428571429,NA,NA,NA,0,0.0357142857142857,0.928571428571429,NA,NA,NA,0,4.76190476190476e-05,0.00123809523809524
2026-05-24,"Pantaleon","Deng",7,NA,NA,NA,0,0,6,5,7000,13,NA,NA,NA,1,0,12,21000,NA,NA,NA,0,0,0.857142857142857,NA,NA,NA,0,0,0.000857142857142857,NA,NA,NA,0.0769230769230769,0,0.923076923076923,NA,NA,NA,4.76190476190476e-05,0,0.000571428571428571
2026-05-31,"Pantaleon","Deng",3,NA,NA,NA,1,0,3,5,7000,13,NA,NA,NA,2,0,11,19000,NA,NA,NA,0.333333333333333,0,1,NA,NA,NA,0.000142857142857143,0,0.000428571428571429,NA,NA,NA,0.153846153846154,0,0.846153846153846,NA,NA,NA,0.000105263157894737,0,0.000578947368421053
2026-06-07,"Pantaleon","Deng",3,NA,NA,NA,1,0,2,6,5000,13,NA,NA,NA,3,0,11,17000,NA,NA,NA,0.333333333333333,0,0.666666666666667,NA,NA,NA,2e-04,0,4e-04,NA,NA,NA,0.230769230769231,0,0.846153846153846,NA,NA,NA,0.000176470588235294,0,0.000647058823529412
2026-06-14,"Pantaleon","Deng",7,NA,NA,NA,1,0,6,6,5000,18,NA,NA,NA,3,0,16,15000,NA,NA,NA,0.142857142857143,0,0.857142857142857,NA,NA,NA,2e-04,0,0.0012,NA,NA,NA,0.166666666666667,0,0.888888888888889,NA,NA,NA,2e-04,0,0.00106666666666667
2026-06-21,"Pantaleon","Deng",8,NA,NA,NA,1,0,8,6,5000,19,NA,NA,NA,2,0,17,15000,NA,NA,NA,0.125,0,1,NA,NA,NA,2e-04,0,0.0016,NA,NA,NA,0.105263157894737,0,0.894736842105263,NA,NA,NA,0.000133333333333333,0,0.00113333333333333
2026-06-28,"Pantaleon","Deng",4,NA,NA,NA,0,0,3,6,5000,15,NA,NA,NA,1,0,13,15000,NA,NA,NA,0,0,0.75,NA,NA,NA,0,0,6e-04,NA,NA,NA,0.0666666666666667,0,0.866666666666667,NA,NA,NA,6.66666666666667e-05,0,0.000866666666666667
2026-07-12,"Pantaleon","Deng",3,NA,NA,NA,0,0,2,7,5000,13,NA,NA,NA,0,0,11,15000,NA,NA,NA,0,0,0.666666666666667,NA,NA,NA,0,0,4e-04,NA,NA,NA,0,0,0.846153846153846,NA,NA,NA,0,0,0.000733333333333333
2026-07-19,"Pantaleon","Deng",6,NA,NA,NA,0,0,6,7,5000,12,NA,NA,NA,2,0,9,15000,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0.0012,NA,NA,NA,0.166666666666667,0,0.75,NA,NA,NA,0.000133333333333333,0,6e-04
2026-07-26,"Pantaleon","Deng",3,NA,NA,NA,2,0,1,7,5000,11,NA,NA,NA,2,0,8,15000,NA,NA,NA,0.666666666666667,0,0.333333333333333,NA,NA,NA,4e-04,0,2e-04,NA,NA,NA,0.181818181818182,0,0.727272727272727,NA,NA,NA,0.000133333333333333,0,0.000533333333333333
2026-08-02,"Pantaleon","Deng",2,NA,NA,NA,0,0,1,8,5000,10,NA,NA,NA,4,0,5,15000,NA,NA,NA,0,0,0.5,NA,NA,NA,0,0,2e-04,NA,NA,NA,0.4,0,0.5,NA,NA,NA,0.000266666666666667,0,0.000333333333333333
2026-08-09,"Pantaleon","Deng",5,NA,NA,NA,2,0,3,8,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,0.6,NA,NA,NA,4e-04,0,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-22,"Pantaleon","Resp",11,1,0,0,NA,NA,NA,6,5000,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0,0,NA,NA,NA,2e-04,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-06-29,"Pantaleon","Resp",6,2,0,0,NA,NA,NA,6,5000,28,8,0,0,NA,NA,NA,15000,0.333333333333333,0,0,NA,NA,NA,4e-04,0,0,NA,NA,NA,0.285714285714286,0,0,NA,NA,NA,0.000533333333333333,0,0,NA,NA,NA
2025-07-06,"Pantaleon","Resp",11,5,0,0,NA,NA,NA,7,5000,21,8,0,0,NA,NA,NA,15000,0.454545454545455,0,0,NA,NA,NA,0.001,0,0,NA,NA,NA,0.380952380952381,0,0,NA,NA,NA,0.000533333333333333,0,0,NA,NA,NA
2025-07-13,"Pantaleon","Resp",4,1,0,0,NA,NA,NA,7,5000,20,9,0,0,NA,NA,NA,15000,0.25,0,0,NA,NA,NA,2e-04,0,0,NA,NA,NA,0.45,0,0,NA,NA,NA,6e-04,0,0,NA,NA,NA
2025-07-20,"Pantaleon","Resp",5,3,0,0,NA,NA,NA,7,5000,12,4,0,0,NA,NA,NA,15000,0.6,0,0,NA,NA,NA,6e-04,0,0,NA,NA,NA,0.333333333333333,0,0,NA,NA,NA,0.000266666666666667,0,0,NA,NA,NA
2025-07-27,"Pantaleon","Resp",3,0,0,0,NA,NA,NA,7,5000,12,3,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0.25,0,0,NA,NA,NA,2e-04,0,0,NA,NA,NA
2025-08-03,"Pantaleon","Resp",4,0,0,0,NA,NA,NA,8,5000,13,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-08-10,"Pantaleon","Resp",6,0,0,0,NA,NA,NA,8,5000,17,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-08-17,"Pantaleon","Resp",7,0,0,0,NA,NA,NA,8,5000,18,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-08-24,"Pantaleon","Resp",5,0,0,0,NA,NA,NA,8,5000,15,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-08-31,"Pantaleon","Resp",3,0,0,0,NA,NA,NA,8,5000,9,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-09-07,"Pantaleon","Resp",1,0,0,0,NA,NA,NA,9,5000,10,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-09-14,"Pantaleon","Resp",6,0,0,0,NA,NA,NA,9,5000,15,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-09-21,"Pantaleon","Resp",8,0,0,0,NA,NA,NA,9,5000,24,0,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2025-09-28,"Pantaleon","Resp",10,0,0,0,NA,NA,NA,9,5000,31,1,0,0,NA,NA,NA,15000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0.032258064516129,0,0,NA,NA,NA,6.66666666666667e-05,0,0,NA,NA,NA
2025-10-05,"Pantaleon","Resp",13,1,0,0,NA,NA,NA,10,5000,31,1,0,1,NA,NA,NA,15000,0.0769230769230769,0,0,NA,NA,NA,2e-04,0,0,NA,NA,NA,0.032258064516129,0,0.032258064516129,NA,NA,NA,6.66666666666667e-05,0,6.66666666666667e-05,NA,NA,NA
2025-10-12,"Pantaleon","Resp",8,0,0,1,NA,NA,NA,10,5000,25,1,0,2,NA,NA,NA,15000,0,0,0.125,NA,NA,NA,0,0,2e-04,NA,NA,NA,0.04,0,0.08,NA,NA,NA,6.66666666666667e-05,0,0.000133333333333333,NA,NA,NA
2025-10-19,"Pantaleon","Resp",4,0,0,1,NA,NA,NA,10,5000,16,1,0,2,NA,NA,NA,15000,0,0,0.25,NA,NA,NA,0,0,2e-04,NA,NA,NA,0.0625,0,0.125,NA,NA,NA,6.66666666666667e-05,0,0.000133333333333333,NA,NA,NA
2025-10-26,"Pantaleon","Resp",4,1,0,0,NA,NA,NA,10,5000,13,2,0,1,NA,NA,NA,17000,0.25,0,0,NA,NA,NA,2e-04,0,0,NA,NA,NA,0.153846153846154,0,0.0769230769230769,NA,NA,NA,0.000117647058823529,0,5.88235294117647e-05,NA,NA,NA
2025-11-02,"Pantaleon","Resp",5,1,0,0,NA,NA,NA,11,7000,13,3,0,2,NA,NA,NA,19000,0.2,0,0,NA,NA,NA,0.000142857142857143,0,0,NA,NA,NA,0.230769230769231,0,0.153846153846154,NA,NA,NA,0.000157894736842105,0,0.000105263157894737,NA,NA,NA
2025-11-09,"Pantaleon","Resp",4,1,0,2,NA,NA,NA,11,7000,12,2,0,3,NA,NA,NA,21000,0.25,0,0.5,NA,NA,NA,0.000142857142857143,0,0.000285714285714286,NA,NA,NA,0.166666666666667,0,0.25,NA,NA,NA,9.52380952380952e-05,0,0.000142857142857143,NA,NA,NA
2025-11-16,"Pantaleon","Resp",3,0,0,1,NA,NA,NA,11,7000,15,4,0,4,NA,NA,NA,21000,0,0,0.333333333333333,NA,NA,NA,0,0,0.000142857142857143,NA,NA,NA,0.266666666666667,0,0.266666666666667,NA,NA,NA,0.00019047619047619,0,0.00019047619047619,NA,NA,NA
2025-11-30,"Pantaleon","Resp",8,3,0,1,NA,NA,NA,11,7000,14,3,0,2,NA,NA,NA,21000,0.375,0,0.125,NA,NA,NA,0.000428571428571429,0,0.000142857142857143,NA,NA,NA,0.214285714285714,0,0.142857142857143,NA,NA,NA,0.000142857142857143,0,9.52380952380952e-05,NA,NA,NA
2025-12-07,"Pantaleon","Resp",3,0,0,0,NA,NA,NA,12,7000,18,5,0,2,NA,NA,NA,21000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0.277777777777778,0,0.111111111111111,NA,NA,NA,0.000238095238095238,0,9.52380952380952e-05,NA,NA,NA
2025-12-14,"Pantaleon","Resp",7,2,0,1,NA,NA,NA,12,7000,16,2,0,1,NA,NA,NA,21000,0.285714285714286,0,0.142857142857143,NA,NA,NA,0.000285714285714286,0,0.000142857142857143,NA,NA,NA,0.125,0,0.0625,NA,NA,NA,9.52380952380952e-05,0,4.76190476190476e-05,NA,NA,NA
2025-12-21,"Pantaleon","Resp",6,0,0,0,NA,NA,NA,12,7000,21,6,0,1,NA,NA,NA,21000,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0.285714285714286,0,0.0476190476190476,NA,NA,NA,0.000285714285714286,0,4.76190476190476e-05,NA,NA,NA
2025-12-28,"Pantaleon","Resp",8,4,0,0,NA,NA,NA,12,7000,20,6,0,0,NA,NA,NA,21000,0.5,0,0,NA,NA,NA,0.000571428571428571,0,0,NA,NA,NA,0.3,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA
2026-01-04,"Pantaleon","Resp",6,2,0,0,NA,NA,NA,1,7000,21,8,0,0,NA,NA,NA,21000,0.333333333333333,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA,0.380952380952381,0,0,NA,NA,NA,0.000380952380952381,0,0,NA,NA,NA
2026-01-11,"Pantaleon","Resp",7,2,0,0,NA,NA,NA,1,7000,18,6,0,0,NA,NA,NA,21000,0.285714285714286,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA,0.333333333333333,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA
2026-01-18,"Pantaleon","Resp",5,2,0,0,NA,NA,NA,1,7000,24,5,0,0,NA,NA,NA,21000,0.4,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA,0.208333333333333,0,0,NA,NA,NA,0.000238095238095238,0,0,NA,NA,NA
2026-01-25,"Pantaleon","Resp",12,1,0,0,NA,NA,NA,1,7000,22,5,0,0,NA,NA,NA,21000,0.0833333333333333,0,0,NA,NA,NA,0.000142857142857143,0,0,NA,NA,NA,0.227272727272727,0,0,NA,NA,NA,0.000238095238095238,0,0,NA,NA,NA
2026-02-01,"Pantaleon","Resp",5,2,0,0,NA,NA,NA,2,7000,29,4,0,0,NA,NA,NA,21000,0.4,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA,0.137931034482759,0,0,NA,NA,NA,0.00019047619047619,0,0,NA,NA,NA
2026-02-08,"Pantaleon","Resp",12,1,0,0,NA,NA,NA,2,7000,27,5,0,0,NA,NA,NA,21000,0.0833333333333333,0,0,NA,NA,NA,0.000142857142857143,0,0,NA,NA,NA,0.185185185185185,0,0,NA,NA,NA,0.000238095238095238,0,0,NA,NA,NA
2026-02-15,"Pantaleon","Resp",10,2,0,0,NA,NA,NA,2,7000,32,6,0,0,NA,NA,NA,21000,0.2,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA,0.1875,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA
2026-02-22,"Pantaleon","Resp",10,3,0,0,NA,NA,NA,2,7000,31,6,0,0,NA,NA,NA,21000,0.3,0,0,NA,NA,NA,0.000428571428571429,0,0,NA,NA,NA,0.193548387096774,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA
2026-03-01,"Pantaleon","Resp",11,1,0,0,NA,NA,NA,3,7000,34,6,0,0,NA,NA,NA,21000,0.0909090909090909,0,0,NA,NA,NA,0.000142857142857143,0,0,NA,NA,NA,0.176470588235294,0,0,NA,NA,NA,0.000285714285714286,0,0,NA,NA,NA
