"week_start","lugar","fiebre_38","ante_fiebre","tos_p","malestar","dolor_decabeza","dolor_muscular_articulaciones","odinofagia","rinorrea","conjuntivitis","adenopatia","disnea","p_gusto","perdida_olfato","nausea_vomitos","diarrea_r","alt_conciencia","estridor","tiraje","aleteo_nasal","vomitos_diarrea","source","denom","total_tested","n","n_roll","denom_roll","total_tested_roll","fiebre_38_roll","ante_fiebre_roll","tos_p_roll","malestar_roll","dolor_decabeza_roll","dolor_muscular_articulaciones_roll","odinofagia_roll","rinorrea_roll","conjuntivitis_roll","adenopatia_roll","disnea_roll","p_gusto_roll","perdida_olfato_roll","nausea_vomitos_roll","diarrea_r_roll","alt_conciencia_roll","estridor_roll","tiraje_roll","aleteo_nasal_roll","vomitos_diarrea_roll","fiebre_38_inc","ante_fiebre_inc","tos_p_inc","malestar_inc","dolor_decabeza_inc","dolor_muscular_articulaciones_inc","odinofagia_inc","rinorrea_inc","conjuntivitis_inc","adenopatia_inc","disnea_inc","p_gusto_inc","perdida_olfato_inc","nausea_vomitos_inc","diarrea_r_inc","alt_conciencia_inc","estridor_inc","tiraje_inc","aleteo_nasal_inc","vomitos_diarrea_inc"
2025-12-07,"Pantaleon",0,1,2,3,3,1,3,3,0,2,2,1,0,0,0,0,0,0,0,0,"Resp",7000,3,1,3,21000,18,0.142857142857143,0.523809523809524,0.80952380952381,0.714285714285714,0.571428571428571,0.380952380952381,0.761904761904762,0.714285714285714,0.0476190476190476,0.476190476190476,0.285714285714286,0.285714285714286,0.0952380952380952,0.285714285714286,0.0476190476190476,0,0,0,0,0,0,0.142857142857143,0.285714285714286,0.428571428571429,0.428571428571429,0.142857142857143,0.428571428571429,0.428571428571429,0,0.285714285714286,0.285714285714286,0.142857142857143,0,0,0,0,0,0,0,0
2025-12-14,"Pantaleon",1,3,7,5,4,4,6,6,0,3,2,4,1,2,1,0,0,0,0,0,"Resp",7000,7,1,3,21000,16,0.0952380952380952,0.285714285714286,0.619047619047619,0.619047619047619,0.571428571428571,0.428571428571429,0.619047619047619,0.619047619047619,0,0.333333333333333,0.285714285714286,0.333333333333333,0.0476190476190476,0.142857142857143,0.0952380952380952,0,0,0,0,0,0.142857142857143,0.428571428571429,1,0.714285714285714,0.571428571428571,0.571428571428571,0.857142857142857,0.857142857142857,0,0.428571428571429,0.285714285714286,0.571428571428571,0.142857142857143,0.285714285714286,0.142857142857143,0,0,0,0,0
2025-12-21,"Pantaleon",1,2,4,5,5,4,4,4,0,2,2,2,0,1,1,0,0,0,0,0,"Resp",7000,6,1,3,21000,21,0.142857142857143,0.285714285714286,0.857142857142857,0.857142857142857,0.761904761904762,0.523809523809524,0.761904761904762,0.857142857142857,0,0.476190476190476,0.333333333333333,0.333333333333333,0.142857142857143,0.380952380952381,0.19047619047619,0,0,0,0,0,0.142857142857143,0.285714285714286,0.571428571428571,0.714285714285714,0.714285714285714,0.571428571428571,0.571428571428571,0.571428571428571,0,0.285714285714286,0.285714285714286,0.285714285714286,0,0.142857142857143,0.142857142857143,0,0,0,0,0
2025-12-28,"Pantaleon",1,1,7,8,7,3,6,8,0,5,3,1,2,5,2,0,0,0,0,0,"Resp",7000,8,1,3,21000,20,0.142857142857143,0.238095238095238,0.761904761904762,0.857142857142857,0.761904761904762,0.476190476190476,0.761904761904762,0.80952380952381,0.0476190476190476,0.523809523809524,0.380952380952381,0.19047619047619,0.0952380952380952,0.333333333333333,0.19047619047619,0,0.0476190476190476,0,0.0476190476190476,0,0.142857142857143,0.142857142857143,1,1.14285714285714,1,0.428571428571429,0.857142857142857,1.14285714285714,0,0.714285714285714,0.428571428571429,0.142857142857143,0.285714285714286,0.714285714285714,0.285714285714286,0,0,0,0,0
2026-01-04,"Pantaleon",1,2,5,5,4,3,6,5,1,4,3,1,0,1,1,0,1,0,1,0,"Resp",7000,6,1,3,21000,21,0.142857142857143,0.238095238095238,0.857142857142857,0.952380952380952,0.666666666666667,0.428571428571429,0.904761904761905,0.904761904761905,0.0476190476190476,0.571428571428571,0.476190476190476,0.238095238095238,0.19047619047619,0.333333333333333,0.142857142857143,0,0.0476190476190476,0,0.0476190476190476,0,0.142857142857143,0.285714285714286,0.714285714285714,0.714285714285714,0.571428571428571,0.428571428571429,0.857142857142857,0.714285714285714,0.142857142857143,0.571428571428571,0.428571428571429,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0
2026-01-11,"Pantaleon",1,2,6,7,3,3,7,6,0,3,4,3,2,1,0,0,0,0,0,0,"Resp",7000,7,1,3,21000,18,0.142857142857143,0.19047619047619,0.666666666666667,0.761904761904762,0.333333333333333,0.285714285714286,0.80952380952381,0.714285714285714,0.0476190476190476,0.333333333333333,0.428571428571429,0.19047619047619,0.0952380952380952,0.142857142857143,0.0476190476190476,0,0.0476190476190476,0,0.0476190476190476,0,0.142857142857143,0.285714285714286,0.857142857142857,1,0.428571428571429,0.428571428571429,1,0.857142857142857,0,0.428571428571429,0.571428571428571,0.428571428571429,0.285714285714286,0.142857142857143,0,0,0,0,0,0
2026-01-18,"Pantaleon",1,0,3,4,0,0,4,4,0,0,2,0,0,1,0,0,0,0,0,0,"Resp",7000,5,1,3,21000,24,0.0952380952380952,0.238095238095238,0.952380952380952,0.857142857142857,0.285714285714286,0.285714285714286,1.0952380952381,1,0,0.285714285714286,0.523809523809524,0.19047619047619,0.19047619047619,0.238095238095238,0,0,0.0476190476190476,0,0,0,0.142857142857143,0,0.428571428571429,0.571428571428571,0,0,0.571428571428571,0.571428571428571,0,0,0.285714285714286,0,0,0.142857142857143,0,0,0,0,0,0
2026-01-25,"Pantaleon",0,3,11,7,3,3,12,11,0,3,5,1,2,3,0,0,1,0,0,0,"Resp",7000,12,1,3,21000,22,0.0476190476190476,0.238095238095238,0.904761904761905,0.714285714285714,0.19047619047619,0.238095238095238,1,0.952380952380952,0,0.380952380952381,0.523809523809524,0.142857142857143,0.238095238095238,0.238095238095238,0.0476190476190476,0,0.0952380952380952,0,0,0,0,0.428571428571429,1.57142857142857,1,0.428571428571429,0.428571428571429,1.71428571428571,1.57142857142857,0,0.428571428571429,0.714285714285714,0.142857142857143,0.285714285714286,0.428571428571429,0,0,0.142857142857143,0,0,0
2026-02-01,"Pantaleon",0,2,5,4,1,2,5,5,0,5,4,2,3,1,1,0,1,0,0,0,"Resp",7000,5,1,3,21000,29,0.0476190476190476,0.380952380952381,1.28571428571429,0.904761904761905,0.285714285714286,0.380952380952381,1.23809523809524,1.33333333333333,0,0.761904761904762,0.80952380952381,0.285714285714286,0.428571428571429,0.238095238095238,0.0952380952380952,0,0.19047619047619,0,0,0,0,0.285714285714286,0.714285714285714,0.571428571428571,0.142857142857143,0.285714285714286,0.714285714285714,0.714285714285714,0,0.714285714285714,0.571428571428571,0.285714285714286,0.428571428571429,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0,0
2026-02-08,"Pantaleon",1,3,11,8,2,3,9,12,0,8,8,3,4,1,1,0,2,0,0,0,"Resp",7000,12,1,3,21000,27,0.0952380952380952,0.333333333333333,1.0952380952381,0.666666666666667,0.19047619047619,0.333333333333333,1.0952380952381,1.14285714285714,0.0476190476190476,0.952380952380952,0.761904761904762,0.380952380952381,0.380952380952381,0.142857142857143,0.0952380952380952,0,0.285714285714286,0,0,0,0.142857142857143,0.428571428571429,1.57142857142857,1.14285714285714,0.285714285714286,0.428571428571429,1.28571428571429,1.71428571428571,0,1.14285714285714,1.14285714285714,0.428571428571429,0.571428571428571,0.142857142857143,0.142857142857143,0,0.285714285714286,0,0,0
2026-02-15,"Pantaleon",1,2,7,2,1,2,9,7,1,7,4,3,1,1,0,0,3,0,0,0,"Resp",7000,10,1,3,21000,32,0.238095238095238,0.619047619047619,1.33333333333333,0.904761904761905,0.523809523809524,0.619047619047619,1.33333333333333,1.38095238095238,0.238095238095238,0.904761904761905,0.904761904761905,0.428571428571429,0.380952380952381,0.142857142857143,0.0952380952380952,0,0.333333333333333,0,0,0,0.142857142857143,0.285714285714286,1,0.285714285714286,0.142857142857143,0.285714285714286,1.28571428571429,1,0.142857142857143,1,0.571428571428571,0.428571428571429,0.142857142857143,0.142857142857143,0,0,0.428571428571429,0,0,0
2026-02-22,"Pantaleon",3,8,10,9,8,8,10,10,4,4,7,3,3,1,1,0,2,0,0,0,"Resp",7000,10,1,3,21000,31,0.285714285714286,0.619047619047619,1.33333333333333,0.714285714285714,0.523809523809524,0.571428571428571,1.42857142857143,1.38095238095238,0.238095238095238,1.04761904761905,0.952380952380952,0.476190476190476,0.380952380952381,0.142857142857143,0.0952380952380952,0,0.380952380952381,0,0,0,0.428571428571429,1.14285714285714,1.42857142857143,1.28571428571429,1.14285714285714,1.14285714285714,1.42857142857143,1.42857142857143,0.571428571428571,0.571428571428571,1,0.428571428571429,0.428571428571429,0.142857142857143,0.142857142857143,0,0.285714285714286,0,0,0
2026-03-01,"Pantaleon",2,3,11,4,2,2,11,12,0,11,9,4,4,1,1,0,3,0,0,0,"Resp",7000,11,1,3,21000,34,0.333333333333333,0.761904761904762,1.57142857142857,0.952380952380952,0.714285714285714,0.666666666666667,1.57142857142857,1.61904761904762,0.285714285714286,1.19047619047619,1.23809523809524,0.380952380952381,0.476190476190476,0.142857142857143,0.19047619047619,0,0.571428571428571,0,0,0,0.285714285714286,0.428571428571429,1.57142857142857,0.571428571428571,0.285714285714286,0.285714285714286,1.57142857142857,1.71428571428571,0,1.57142857142857,1.28571428571429,0.571428571428571,0.571428571428571,0.142857142857143,0.142857142857143,0,0.428571428571429,0,0,0
2026-03-08,"Pantaleon",2,5,12,7,5,4,12,12,2,10,10,1,3,1,2,0,7,0,0,0,"Resp",7000,13,1,3,21000,34,0.19047619047619,0.619047619047619,1.47619047619048,0.857142857142857,0.571428571428571,0.523809523809524,1.57142857142857,1.61904761904762,0.0952380952380952,1.38095238095238,1.14285714285714,0.333333333333333,0.428571428571429,0.0952380952380952,0.238095238095238,0,0.523809523809524,0,0,0,0.285714285714286,0.714285714285714,1.71428571428571,1,0.714285714285714,0.571428571428571,1.71428571428571,1.71428571428571,0.285714285714286,1.42857142857143,1.42857142857143,0.142857142857143,0.428571428571429,0.142857142857143,0.285714285714286,0,1,0,0,0
2026-03-15,"Pantaleon",0,5,8,7,5,5,10,10,0,8,5,2,2,0,2,0,1,0,0,0,"Resp",7000,10,1,3,21000,31,0.0952380952380952,0.571428571428571,1.33333333333333,1,0.523809523809524,0.523809523809524,1.28571428571429,1.42857142857143,0.19047619047619,1.0952380952381,0.952380952380952,0.238095238095238,0.380952380952381,0.142857142857143,0.238095238095238,0,0.476190476190476,0,0,0,0,0.714285714285714,1.14285714285714,1,0.714285714285714,0.714285714285714,1.42857142857143,1.42857142857143,0,1.14285714285714,0.714285714285714,0.285714285714286,0.285714285714286,0,0.285714285714286,0,0.142857142857143,0,0,0
2026-03-22,"Pantaleon",0,2,8,7,1,2,5,8,2,5,5,2,3,2,1,0,2,0,0,0,"Resp",7000,8,1,3,21000,20,0,0.333333333333333,0.857142857142857,0.761904761904762,0.285714285714286,0.333333333333333,0.80952380952381,0.952380952380952,0.0952380952380952,0.714285714285714,0.571428571428571,0.19047619047619,0.238095238095238,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0,0,0,0.285714285714286,1.14285714285714,1,0.142857142857143,0.285714285714286,0.714285714285714,1.14285714285714,0.285714285714286,0.714285714285714,0.714285714285714,0.285714285714286,0.428571428571429,0.285714285714286,0.142857142857143,0,0.285714285714286,0,0,0
2026-03-29,"Pantaleon",0,0,2,2,0,0,2,2,0,2,2,0,0,1,0,0,0,0,0,0,"Resp",7000,2,1,3,21000,16,0.0476190476190476,0.19047619047619,0.761904761904762,0.666666666666667,0.142857142857143,0.19047619047619,0.571428571428571,0.761904761904762,0.142857142857143,0.523809523809524,0.476190476190476,0.285714285714286,0.333333333333333,0.285714285714286,0.0476190476190476,0,0.19047619047619,0,0,0,0,0,0.285714285714286,0.285714285714286,0,0,0.285714285714286,0.285714285714286,0,0.285714285714286,0.285714285714286,0,0,0.142857142857143,0,0,0,0,0,0
2026-04-05,"Pantaleon",1,2,6,5,2,2,5,6,1,4,3,4,4,3,0,0,2,0,0,0,"Resp",7000,6,1,3,21000,9,0.0952380952380952,0.142857142857143,0.380952380952381,0.380952380952381,0.142857142857143,0.142857142857143,0.333333333333333,0.428571428571429,0.0476190476190476,0.285714285714286,0.238095238095238,0.19047619047619,0.19047619047619,0.19047619047619,0,0,0.0952380952380952,0,0,0,0.142857142857143,0.285714285714286,0.857142857142857,0.714285714285714,0.285714285714286,0.285714285714286,0.714285714285714,0.857142857142857,0.142857142857143,0.571428571428571,0.428571428571429,0.571428571428571,0.571428571428571,0.428571428571429,0,0,0.285714285714286,0,0,0
2026-04-12,"Pantaleon",1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Resp",7000,1,1,3,21000,11,0.0952380952380952,0.238095238095238,0.476190476190476,0.428571428571429,0.285714285714286,0.285714285714286,0.428571428571429,0.476190476190476,0.0476190476190476,0.333333333333333,0.238095238095238,0.19047619047619,0.19047619047619,0.19047619047619,0,0,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0
2026-04-19,"Pantaleon",0,2,4,3,3,3,4,3,0,3,2,0,0,1,0,0,1,0,0,0,"Resp",7000,4,1,3,21000,9,0.0476190476190476,0.285714285714286,0.476190476190476,0.285714285714286,0.333333333333333,0.333333333333333,0.333333333333333,0.380952380952381,0,0.285714285714286,0.0952380952380952,0,0,0.0952380952380952,0.0476190476190476,0,0.0476190476190476,0,0,0,0,0.285714285714286,0.571428571428571,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0.428571428571429,0,0.428571428571429,0.285714285714286,0,0,0.142857142857143,0,0,0.142857142857143,0,0,0
2026-04-26,"Pantaleon",0,3,6,2,3,3,3,4,0,3,0,0,0,1,1,0,0,0,0,0,"Resp",7000,4,1,3,21000,21,0.142857142857143,0.523809523809524,0.80952380952381,0.714285714285714,0.571428571428571,0.571428571428571,0.714285714285714,0.714285714285714,0.0476190476190476,0.619047619047619,0.333333333333333,0.19047619047619,0.19047619047619,0.285714285714286,0.19047619047619,0,0.19047619047619,0,0,0,0,0.428571428571429,0.857142857142857,0.285714285714286,0.428571428571429,0.428571428571429,0.428571428571429,0.571428571428571,0,0.428571428571429,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0,0
2026-05-03,"Pantaleon",3,6,7,10,6,6,8,8,1,7,5,4,4,4,3,0,3,0,0,0,"Resp",7000,13,1,3,21000,31,0.285714285714286,0.761904761904762,1.19047619047619,1.0952380952381,0.857142857142857,0.857142857142857,1.19047619047619,1.0952380952381,0.0952380952380952,0.904761904761905,0.571428571428571,0.428571428571429,0.19047619047619,0.285714285714286,0.238095238095238,0,0.333333333333333,0,0,0,0.428571428571429,0.857142857142857,1,1.42857142857143,0.857142857142857,0.857142857142857,1.14285714285714,1.14285714285714,0.142857142857143,1,0.714285714285714,0.571428571428571,0.571428571428571,0.571428571428571,0.428571428571429,0,0.428571428571429,0,0,0
2026-05-10,"Pantaleon",3,7,12,11,9,9,14,11,1,9,7,5,0,1,1,0,4,0,0,0,"Resp",7000,14,1,3,21000,28,0.285714285714286,0.666666666666667,0.952380952380952,1.04761904761905,0.761904761904762,0.714285714285714,1.0952380952381,0.952380952380952,0.142857142857143,0.761904761904762,0.619047619047619,0.428571428571429,0.19047619047619,0.238095238095238,0.19047619047619,0,0.380952380952381,0,0,0,0.428571428571429,1,1.71428571428571,1.57142857142857,1.28571428571429,1.28571428571429,2,1.57142857142857,0.142857142857143,1.28571428571429,1,0.714285714285714,0,0.142857142857143,0.142857142857143,0,0.571428571428571,0,0,0
2026-05-17,"Pantaleon",0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,"Resp",7000,1,1,3,21000,25,0.285714285714286,0.666666666666667,0.952380952380952,0.857142857142857,0.714285714285714,0.714285714285714,1.04761904761905,1,0.0952380952380952,0.571428571428571,0.571428571428571,0.428571428571429,0.0952380952380952,0.19047619047619,0.238095238095238,0,0.333333333333333,0,0,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,0.142857142857143,0.142857142857143,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0.142857142857143,0,0,0
2026-05-24,"Pantaleon",3,6,7,6,5,6,7,9,0,3,4,4,2,3,4,0,2,0,0,0,"Resp",7000,10,1,3,21000,17,0.142857142857143,0.380952380952381,0.571428571428571,0.571428571428571,0.333333333333333,0.333333333333333,0.666666666666667,0.714285714285714,0.0476190476190476,0.285714285714286,0.238095238095238,0.238095238095238,0.142857142857143,0.19047619047619,0.19047619047619,0,0.19047619047619,0,0,0,0.428571428571429,0.857142857142857,1,0.857142857142857,0.714285714285714,0.857142857142857,1,1.28571428571429,0,0.428571428571429,0.571428571428571,0.571428571428571,0.285714285714286,0.428571428571429,0.571428571428571,0,0.285714285714286,0,0,0
2026-05-31,"Pantaleon",0,1,4,5,1,1,6,5,0,3,0,1,1,1,0,0,1,0,0,0,"Resp",7000,6,1,3,19000,26,0.157894736842105,0.473684210526316,0.947368421052632,1.05263157894737,0.368421052631579,0.473684210526316,1.15789473684211,1.21052631578947,0.105263157894737,0.473684210526316,0.368421052631579,0.31578947368421,0.210526315789474,0.263157894736842,0.210526315789474,0,0.31578947368421,0,0,0,0,0.142857142857143,0.571428571428571,0.714285714285714,0.142857142857143,0.142857142857143,0.857142857142857,0.714285714285714,0,0.428571428571429,0,0.142857142857143,0.142857142857143,0.142857142857143,0,0,0.142857142857143,0,0,0
2026-06-07,"Pantaleon",0,2,7,9,1,2,9,9,2,3,3,1,1,1,0,0,3,0,0,0,"Resp",5000,10,1,3,17000,23,0.117647058823529,0.588235294117647,0.823529411764706,1.23529411764706,0.529411764705882,0.529411764705882,1.11764705882353,1,0.294117647058824,0.529411764705882,0.411764705882353,0.352941176470588,0.176470588235294,0.176470588235294,0.0588235294117647,0,0.411764705882353,0,0,0,0,0.4,1.4,1.8,0.2,0.4,1.8,1.8,0.4,0.6,0.6,0.2,0.2,0.2,0,0,0.6,0,0,0
2026-06-14,"Pantaleon",2,7,3,7,7,6,4,3,3,3,4,4,1,1,1,0,3,0,0,0,"Resp",5000,7,1,3,15000,37,0.333333333333333,1.2,1.6,2.06666666666667,1.13333333333333,1.13333333333333,1.86666666666667,1.8,0.466666666666667,0.933333333333333,1.33333333333333,0.6,0.6,0.533333333333333,0.133333333333333,0,1,0,0,0,0.4,1.4,0.6,1.4,1.4,1.2,0.8,0.6,0.6,0.6,0.8,0.8,0.2,0.2,0.2,0,0.6,0,0,0
2026-06-21,"Pantaleon",3,9,14,15,9,9,15,15,2,8,13,4,7,6,1,0,9,0,0,0,"Resp",5000,20,1,3,15000,31,0.466666666666667,1.2,1.33333333333333,1.66666666666667,1.2,1.13333333333333,1.4,1.4,0.333333333333333,0.8,1.33333333333333,0.6,0.6,0.466666666666667,0.133333333333333,0,0.866666666666667,0,0,0,0.6,1.8,2.8,3,1.8,1.8,3,3,0.4,1.6,2.6,0.8,1.4,1.2,0.2,0,1.8,0,0,0
2026-06-28,"Pantaleon",2,2,3,3,2,2,2,3,0,1,3,1,1,0,0,0,1,0,0,0,"Resp",5000,4,1,3,15000,27,0.4,0.933333333333333,1.13333333333333,1.4,0.933333333333333,0.933333333333333,1.26666666666667,1.2,0.266666666666667,0.666666666666667,1.06666666666667,0.4,0.533333333333333,0.466666666666667,0.0666666666666667,0,0.666666666666667,0,0,0,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.6,0,0.2,0.6,0.2,0.2,0,0,0,0.2,0,0,0
2026-07-12,"Pantaleon",1,3,0,3,3,3,2,0,2,1,0,1,0,1,0,0,0,0,0,0,"Resp",5000,3,1,3,15000,17,0.266666666666667,0.733333333333333,0.733333333333333,1.06666666666667,0.733333333333333,0.666666666666667,0.733333333333333,0.733333333333333,0.333333333333333,0.6,0.666666666666667,0.333333333333333,0.266666666666667,0.133333333333333,0.0666666666666667,0,0.266666666666667,0,0,0,0.2,0.6,0,0.6,0.6,0.6,0.4,0,0.4,0.2,0,0.2,0,0.2,0,0,0,0,0,0
2026-07-19,"Pantaleon",1,6,8,10,6,5,7,8,3,7,7,3,3,1,1,0,3,0,0,0,"Resp",5000,10,1,3,15000,18,0.266666666666667,0.8,0.666666666666667,1.2,0.8,0.733333333333333,0.733333333333333,0.666666666666667,0.466666666666667,0.6,0.6,0.333333333333333,0.266666666666667,0.2,0.133333333333333,0,0.2,0,0,0,0.2,1.2,1.6,2,1.2,1,1.4,1.6,0.6,1.4,1.4,0.6,0.6,0.2,0.2,0,0.6,0,0,0
2026-07-26,"Pantaleon",2,3,2,5,3,3,2,2,2,1,2,1,1,1,1,0,0,0,0,0,"Resp",5000,5,1,3,15000,19,0.266666666666667,0.666666666666667,0.8,1.26666666666667,0.666666666666667,0.6,0.866666666666667,0.8,0.333333333333333,0.733333333333333,0.666666666666667,0.266666666666667,0.266666666666667,0.133333333333333,0.133333333333333,0,0.333333333333333,0,0,0,0.4,0.6,0.4,1,0.6,0.6,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0,0,0,0,0
2026-08-02,"Pantaleon",1,1,2,4,1,1,4,2,0,3,1,0,0,0,0,0,2,0,0,0,"Resp",5000,4,1,3,15000,23,0.333333333333333,0.8,0.866666666666667,1.46666666666667,0.8,0.733333333333333,1.06666666666667,0.866666666666667,0.466666666666667,0.8,0.6,0.133333333333333,0.4,0.266666666666667,0.266666666666667,0,0.4,0,0,0,0.2,0.2,0.4,0.8,0.2,0.2,0.8,0.4,0,0.6,0.2,0,0,0,0,0,0.4,0,0,0
2026-08-09,"Pantaleon",2,8,9,13,8,7,10,9,5,8,6,1,5,3,3,0,4,0,0,0,"Resp",5000,14,1,3,15000,33,0.333333333333333,1.2,1.6,1.86666666666667,1.06666666666667,1.06666666666667,1.6,1.4,0.533333333333333,0.933333333333333,0.933333333333333,0.2,0.4,0.266666666666667,0.266666666666667,0,0.6,0,0,0,0.4,1.6,1.8,2.6,1.6,1.4,2,1.8,1,1.6,1.2,0.2,1,0.6,0.6,0,0.8,0,0,0
2026-08-16,"Pantaleon",2,9,13,11,7,8,10,10,3,3,7,2,1,1,1,0,3,0,0,0,"Resp",5000,15,1,3,15000,39,0.4,1.26666666666667,2.06666666666667,2.2,1,1.13333333333333,2,1.86666666666667,0.533333333333333,1.13333333333333,1,0.533333333333333,0.466666666666667,0.533333333333333,0.333333333333333,0,0.666666666666667,0,0,0,0.4,1.8,2.6,2.2,1.4,1.6,2,2,0.6,0.6,1.4,0.4,0.2,0.2,0.2,0,0.6,0,0,0
2026-08-23,"Pantaleon",2,2,9,9,0,2,10,9,0,6,2,5,1,4,1,0,3,0,0,0,"Resp",5000,10,1,3,15000,29,0.4,0.866666666666667,1.66666666666667,1.46666666666667,0.6,0.8,1.53333333333333,1.46666666666667,0.266666666666667,0.8,0.733333333333333,0.533333333333333,0.2,0.4,0.2,0,0.466666666666667,0,0,0,0.4,0.4,1.8,1.8,0,0.4,2,1.8,0,1.2,0.4,1,0.2,0.8,0.2,0,0.6,0,0,0
2026-08-30,"Pantaleon",2,2,3,2,2,2,3,3,1,3,2,1,1,1,1,0,1,0,0,0,"Resp",5000,4,1,3,15000,18,0.333333333333333,0.4,1.06666666666667,0.866666666666667,0.266666666666667,0.333333333333333,1.06666666666667,1.06666666666667,0.133333333333333,0.8,0.333333333333333,0.4,0.133333333333333,0.4,0.133333333333333,0,0.333333333333333,0,0,0,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.6,0.2,0.6,0.4,0.2,0.2,0.2,0.2,0,0.2,0,0,0
2026-09-06,"Pantaleon",1,2,4,2,2,1,3,4,1,3,1,0,0,1,0,0,1,0,0,0,"Resp",5000,4,1,3,15000,9,0.2,0.266666666666667,0.533333333333333,0.333333333333333,0.266666666666667,0.2,0.466666666666667,0.533333333333333,0.133333333333333,0.4,0.266666666666667,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0,0.2,0,0,0,0.2,0.4,0.8,0.4,0.4,0.2,0.6,0.8,0.2,0.6,0.2,0,0,0.2,0,0,0.2,0,0,0
2026-09-13,"Pantaleon",0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,"Resp",5000,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.2,0.2,0,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0
2025-06-15,"Overall",1,6,7,3,2,3,2,3,0,0,4,0,1,0,0,0,0,0,0,0,"Resp",3000,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,2,2.33333333333333,1,0.666666666666667,1,0.666666666666667,1,0,0,1.33333333333333,0,0.333333333333333,0,0,0,0,0,0,0
2025-06-22,"Overall",2,9,19,9,15,14,21,18,0,0,6,0,4,0,0,0,1,0,0,3,"Resp",8000,25,2,5,19000,52,0.368421052631579,1.05263157894737,2.10526315789474,1,1.10526315789474,1.26315789473684,2.05263157894737,1.89473684210526,0,0,0.789473684210526,0,0.421052631578947,0,0,0,0.105263157894737,0,0,0.157894736842105,0.25,1.125,2.375,1.125,1.875,1.75,2.625,2.25,0,0,0.75,0,0.5,0,0,0,0.125,0,0,0.375
2025-06-29,"Overall",4,5,14,7,4,7,16,15,0,0,5,0,3,0,0,0,1,0,0,0,"Resp",8000,18,2,6,24000,59,0.375,1.04166666666667,1.83333333333333,1,1.20833333333333,1.20833333333333,2.08333333333333,1.66666666666667,0,0,0.625,0,0.416666666666667,0,0,0,0.125,0.0416666666666667,0,0.125,0.5,0.625,1.75,0.875,0.5,0.875,2,1.875,0,0,0.625,0,0.375,0,0,0,0.125,0,0,0
2025-07-06,"Overall",3,11,11,8,10,8,13,7,0,0,4,0,3,0,0,0,1,1,0,0,"Resp",8000,16,2,6,24000,43,0.333333333333333,0.833333333333333,1.375,0.833333333333333,0.708333333333333,0.791666666666667,1.5,1.25,0,0,0.458333333333333,0.0833333333333333,0.291666666666667,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.0416666666666667,0.0416666666666667,0,0.375,1.375,1.375,1,1.25,1,1.625,0.875,0,0,0.5,0,0.375,0,0,0,0.125,0.125,0,0
2025-07-13,"Overall",1,4,8,5,3,4,7,8,0,0,2,2,1,2,2,0,0,0,1,0,"Resp",8000,9,2,6,24000,35,0.166666666666667,0.916666666666667,1.125,0.791666666666667,0.75,0.708333333333333,1.25,0.833333333333333,0,0,0.291666666666667,0.125,0.208333333333333,0.0833333333333333,0.166666666666667,0,0.0416666666666667,0.0416666666666667,0.125,0,0.125,0.5,1,0.625,0.375,0.5,0.875,1,0,0,0.25,0.25,0.125,0.25,0.25,0,0,0,0.125,0
2025-07-20,"Overall",0,7,8,6,5,5,10,5,0,0,1,1,1,0,2,0,0,0,2,0,"Resp",8000,10,2,6,24000,24,0.0416666666666667,0.541666666666667,0.791666666666667,0.583333333333333,0.5,0.541666666666667,0.916666666666667,0.666666666666667,0,0,0.166666666666667,0.125,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0,0,0.125,0,0,0.875,1,0.75,0.625,0.625,1.25,0.625,0,0,0.125,0.125,0.125,0,0.25,0,0,0,0.25,0
