"week_start","lugar","anorexia_d","dolor_articular_d","articulares_hinchados_d","fatiga_d","dolor_cabeza_d","conjuntivitis_d","diarrea_d","dolor_abdominal_d","enterorragia_d","epistaxis_d","sarpullido_d","fiebre_d","hemorragia_encías_d","hemorragia_urinaria_d","hemorragia_vaginal_d","melena_d","dolor_cuerpo_d","petequias_d","piel_fria_d","sudoracion_d","tos_d","vomito_d","vomito_sangre_d","manifestaciones_neurologicas_d","source","denom","total_tested","n","n_roll","denom_roll","total_tested_roll","anorexia_d_roll","dolor_articular_d_roll","articulares_hinchados_d_roll","fatiga_d_roll","dolor_cabeza_d_roll","conjuntivitis_d_roll","diarrea_d_roll","dolor_abdominal_d_roll","enterorragia_d_roll","epistaxis_d_roll","sarpullido_d_roll","fiebre_d_roll","hemorragia_encías_d_roll","hemorragia_urinaria_d_roll","hemorragia_vaginal_d_roll","melena_d_roll","dolor_cuerpo_d_roll","petequias_d_roll","piel_fria_d_roll","sudoracion_d_roll","tos_d_roll","vomito_d_roll","vomito_sangre_d_roll","manifestaciones_neurologicas_d_roll","anorexia_d_inc","dolor_articular_d_inc","articulares_hinchados_d_inc","fatiga_d_inc","dolor_cabeza_d_inc","conjuntivitis_d_inc","diarrea_d_inc","dolor_abdominal_d_inc","enterorragia_d_inc","epistaxis_d_inc","sarpullido_d_inc","fiebre_d_inc","hemorragia_encías_d_inc","hemorragia_urinaria_d_inc","hemorragia_vaginal_d_inc","melena_d_inc","dolor_cuerpo_d_inc","petequias_d_inc","piel_fria_d_inc","sudoracion_d_inc","tos_d_inc","vomito_d_inc","vomito_sangre_d_inc","manifestaciones_neurologicas_d_inc"
2025-12-14,"Overall",0,3,1,3,4,0,1,1,0,0,0,4,0,0,0,0,3,0,3,1,3,1,0,0,"Deng",9000,5,2,5,20000,12,0,0.35,0.15,0.25,0.45,0,0.1,0.2,0,0,0,0.55,0,0,0,0,0.3,0,0.3,0.15,0.35,0.05,0,0,0,0.333333333333333,0.111111111111111,0.333333333333333,0.444444444444444,0,0.111111111111111,0.111111111111111,0,0,0,0.444444444444444,0,0,0,0,0.333333333333333,0,0.333333333333333,0.111111111111111,0.333333333333333,0.111111111111111,0,0
2025-12-21,"Overall",0,0,0,2,2,0,1,2,0,0,0,3,0,0,0,0,3,0,2,1,1,0,0,0,"Deng",9000,3,2,6,27000,11,0,0.111111111111111,0.037037037037037,0.222222222222222,0.296296296296296,0,0.0740740740740741,0.148148148148148,0,0,0,0.333333333333333,0,0,0,0,0.296296296296296,0,0.185185185185185,0.0740740740740741,0.222222222222222,0.0740740740740741,0,0,0,0,0,0.222222222222222,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0.222222222222222,0.111111111111111,0.111111111111111,0,0,0
2025-12-28,"Overall",0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,0,"Deng",9000,3,2,6,27000,13,0,0.185185185185185,0.037037037037037,0.185185185185185,0.333333333333333,0.037037037037037,0.037037037037037,0.148148148148148,0,0,0,0.444444444444444,0,0,0,0,0.259259259259259,0.037037037037037,0.222222222222222,0.111111111111111,0.296296296296296,0.111111111111111,0,0,0,0,0,0.111111111111111,0.222222222222222,0,0,0.111111111111111,0,0,0,0.222222222222222,0,0,0,0,0.222222222222222,0,0,0,0.222222222222222,0.111111111111111,0,0
2026-01-04,"Overall",0,5,1,2,5,1,0,1,0,0,0,7,0,0,0,0,2,1,4,2,5,2,0,0,"Deng",9000,7,2,6,27000,13,0,0.259259259259259,0.037037037037037,0.148148148148148,0.333333333333333,0.037037037037037,0,0.111111111111111,0,0,0,0.444444444444444,0,0,0,0,0.222222222222222,0.037037037037037,0.185185185185185,0.111111111111111,0.296296296296296,0.111111111111111,0,0,0,0.555555555555556,0.111111111111111,0.222222222222222,0.555555555555556,0.111111111111111,0,0.111111111111111,0,0,0,0.777777777777778,0,0,0,0,0.222222222222222,0.111111111111111,0.444444444444444,0.222222222222222,0.555555555555556,0.222222222222222,0,0
2026-01-11,"Overall",0,2,0,1,2,0,0,1,0,0,0,3,0,0,0,0,2,0,1,1,1,0,0,0,"Deng",9000,3,2,5,20000,13,0,0.5,0.05,0.15,0.45,0.1,0,0.1,0,0,0,0.65,0,0,0,0,0.3,0.05,0.25,0.15,0.4,0.15,0,0,0,0.222222222222222,0,0.111111111111111,0.222222222222222,0,0,0.111111111111111,0,0,0,0.333333333333333,0,0,0,0,0.222222222222222,0,0.111111111111111,0.111111111111111,0.111111111111111,0,0,0
2026-01-18,"Overall",0,3,0,0,2,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,1,0,0,"Deng",2000,3,1,5,20000,13,0,0.45,0,0.1,0.45,0.05,0,0.1,0,0.05,0,0.6,0,0,0,0,0.45,0,0.15,0.15,0.4,0.05,0,0,0,1.5,0,0,1,0.5,0,0,0,0,0,1.5,0,0,0,0,1,0,0,0,1,0.5,0,0
2026-01-25,"Overall",0,4,0,1,5,0,0,1,0,1,0,6,0,0,0,0,5,0,2,2,5,0,0,0,"Deng",9000,7,2,5,20000,14,0,0.6,0,0.05,0.5,0.05,0.05,0.05,0,0.05,0,0.65,0,0,0,0,0.55,0,0.1,0.15,0.55,0.1,0,0,0,0.444444444444444,0,0.111111111111111,0.555555555555556,0,0,0.111111111111111,0,0.111111111111111,0,0.666666666666667,0,0,0,0,0.555555555555556,0,0.222222222222222,0.222222222222222,0.555555555555556,0,0,0
2026-02-01,"Overall",0,5,0,0,3,0,1,0,0,0,0,4,0,0,0,0,4,0,0,1,4,1,0,0,"Deng",9000,4,2,6,27000,16,0,0.481481481481481,0,0.111111111111111,0.444444444444444,0,0.037037037037037,0.0740740740740741,0,0.037037037037037,0,0.518518518518518,0,0,0,0,0.518518518518518,0.037037037037037,0.111111111111111,0.111111111111111,0.481481481481481,0.037037037037037,0,0,0,0.555555555555556,0,0,0.333333333333333,0,0.111111111111111,0,0,0,0,0.444444444444444,0,0,0,0,0.444444444444444,0,0,0.111111111111111,0.444444444444444,0.111111111111111,0,0
2026-02-08,"Overall",0,4,0,2,4,0,0,1,0,0,0,4,0,0,0,0,5,1,1,0,4,0,0,0,"Deng",9000,5,2,6,27000,17,0,0.592592592592593,0.037037037037037,0.222222222222222,0.518518518518518,0.037037037037037,0.037037037037037,0.0740740740740741,0,0,0,0.518518518518518,0,0,0,0,0.592592592592593,0.037037037037037,0.0740740740740741,0.0740740740740741,0.518518518518518,0.037037037037037,0,0,0,0.444444444444444,0,0.222222222222222,0.444444444444444,0,0,0.111111111111111,0,0,0,0.444444444444444,0,0,0,0,0.555555555555556,0.111111111111111,0.111111111111111,0,0.444444444444444,0,0,0
2026-02-15,"Overall",0,7,1,4,7,1,0,1,0,0,0,6,0,0,0,0,7,0,1,1,6,0,0,0,"Deng",9000,8,2,6,27000,23,0,0.703703703703704,0.037037037037037,0.518518518518518,0.814814814814815,0.148148148148148,0,0.185185185185185,0,0,0,0.777777777777778,0,0,0,0,0.851851851851852,0.0740740740740741,0.259259259259259,0.148148148148148,0.740740740740741,0.0740740740740741,0,0,0,0.777777777777778,0.111111111111111,0.444444444444444,0.777777777777778,0.111111111111111,0,0.111111111111111,0,0,0,0.666666666666667,0,0,0,0,0.777777777777778,0,0.111111111111111,0.111111111111111,0.666666666666667,0,0,0
2026-02-22,"Overall",0,8,0,8,11,3,0,3,0,0,0,11,0,0,0,0,11,1,5,3,10,2,0,0,"Deng",9000,10,2,6,27000,25,0,0.703703703703704,0.037037037037037,0.592592592592593,0.851851851851852,0.148148148148148,0,0.185185185185185,0,0,0,0.851851851851852,0,0,0,0,0.814814814814815,0.037037037037037,0.222222222222222,0.185185185185185,0.777777777777778,0.111111111111111,0,0,0,0.888888888888889,0,0.888888888888889,1.22222222222222,0.333333333333333,0,0.333333333333333,0,0,0,1.22222222222222,0,0,0,0,1.22222222222222,0.111111111111111,0.555555555555556,0.333333333333333,1.11111111111111,0.222222222222222,0,0
2026-03-01,"Overall",0,4,0,4,5,0,0,1,0,0,0,6,0,0,0,0,4,0,0,1,5,1,0,0,"Deng",9000,7,2,6,27000,26,0,0.666666666666667,0.037037037037037,0.592592592592593,0.888888888888889,0.185185185185185,0,0.185185185185185,0,0,0,0.888888888888889,0,0,0,0,0.740740740740741,0.037037037037037,0.259259259259259,0.296296296296296,0.777777777777778,0.111111111111111,0,0,0,0.444444444444444,0,0.444444444444444,0.555555555555556,0,0,0.111111111111111,0,0,0,0.666666666666667,0,0,0,0,0.444444444444444,0,0,0.111111111111111,0.555555555555556,0.111111111111111,0,0
2026-03-08,"Overall",0,6,1,4,8,2,0,1,0,0,0,7,0,0,0,0,5,0,2,4,6,0,0,0,"Deng",9000,9,2,6,27000,25,0,0.666666666666667,0.037037037037037,0.407407407407407,0.777777777777778,0.0740740740740741,0.0740740740740741,0.0740740740740741,0,0,0.037037037037037,0.814814814814815,0,0,0,0,0.62962962962963,0,0.148148148148148,0.259259259259259,0.666666666666667,0.037037037037037,0,0,0,0.666666666666667,0.111111111111111,0.444444444444444,0.888888888888889,0.222222222222222,0,0.111111111111111,0,0,0,0.777777777777778,0,0,0,0,0.555555555555556,0,0.222222222222222,0.444444444444444,0.666666666666667,0,0,0
2026-03-15,"Overall",0,8,0,3,8,0,2,0,0,0,1,9,0,0,0,0,8,0,2,2,7,0,0,0,"Deng",9000,9,2,6,27000,22,0,0.62962962962963,0.037037037037037,0.296296296296296,0.703703703703704,0.148148148148148,0.0740740740740741,0.037037037037037,0,0,0.037037037037037,0.740740740740741,0,0,0,0,0.62962962962963,0,0.185185185185185,0.259259259259259,0.62962962962963,0,0,0,0,0.888888888888889,0,0.333333333333333,0.888888888888889,0,0.222222222222222,0,0,0,0.111111111111111,1,0,0,0,0,0.888888888888889,0,0.222222222222222,0.222222222222222,0.777777777777778,0,0,0
2026-03-22,"Overall",0,3,0,1,3,2,0,0,0,0,0,4,0,0,0,0,4,0,1,1,4,0,0,0,"Deng",9000,4,2,6,27000,19,0,0.592592592592593,0,0.148148148148148,0.592592592592593,0.148148148148148,0.0740740740740741,0,0,0,0.037037037037037,0.592592592592593,0,0,0,0,0.62962962962963,0,0.111111111111111,0.148148148148148,0.481481481481481,0,0,0,0,0.333333333333333,0,0.111111111111111,0.333333333333333,0.222222222222222,0,0,0,0,0,0.444444444444444,0,0,0,0,0.444444444444444,0,0.111111111111111,0.111111111111111,0.444444444444444,0,0,0
2026-03-29,"Overall",0,5,0,0,5,2,0,0,0,0,0,3,0,0,0,0,5,0,0,1,2,0,0,0,"Deng",9000,6,2,6,28000,18,0,0.321428571428571,0,0.0714285714285714,0.571428571428571,0.178571428571429,0,0.0357142857142857,0,0,0,0.535714285714286,0,0,0,0,0.571428571428571,0,0.107142857142857,0.107142857142857,0.428571428571429,0.0357142857142857,0,0,0,0.555555555555556,0,0,0.555555555555556,0.222222222222222,0,0,0,0,0,0.333333333333333,0,0,0,0,0.555555555555556,0,0,0.111111111111111,0.222222222222222,0,0,0
2026-04-05,"Overall",0,1,0,1,8,1,0,1,0,0,0,8,0,0,0,0,7,0,2,1,6,1,0,0,"Deng",10000,8,2,5,26000,16,0,0.307692307692308,0,0.0769230769230769,0.576923076923077,0.115384615384615,0.0384615384615385,0.0384615384615385,0,0,0,0.461538461538462,0,0,0,0,0.538461538461538,0,0.115384615384615,0.115384615384615,0.307692307692308,0.0384615384615385,0,0,0,0.1,0,0.1,0.8,0.1,0,0.1,0,0,0,0.8,0,0,0,0,0.7,0,0.2,0.1,0.6,0.1,0,0
2026-04-12,"Overall",0,2,0,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,"Deng",7000,2,1,5,27000,18,0,0.37037037037037,0.037037037037037,0.222222222222222,0.62962962962963,0.111111111111111,0.0740740740740741,0.111111111111111,0,0,0.0740740740740741,0.481481481481481,0,0,0,0,0.592592592592593,0,0.185185185185185,0.185185185185185,0.444444444444444,0.037037037037037,0,0,0,0.285714285714286,0,0.142857142857143,0.285714285714286,0,0.142857142857143,0,0,0,0,0.142857142857143,0,0,0,0,0.285714285714286,0,0.142857142857143,0.142857142857143,0,0,0,0
2026-04-19,"Overall",0,7,1,4,7,2,1,2,0,0,2,4,0,0,0,0,7,0,2,3,6,0,0,0,"Deng",10000,8,2,5,27000,14,0,0.481481481481481,0.111111111111111,0.296296296296296,0.555555555555556,0.0740740740740741,0.148148148148148,0.185185185185185,0,0,0.111111111111111,0.296296296296296,0,0,0,0,0.555555555555556,0,0.185185185185185,0.185185185185185,0.37037037037037,0.037037037037037,0,0,0,0.7,0.1,0.4,0.7,0.2,0.1,0.2,0,0,0.2,0.4,0,0,0,0,0.7,0,0.2,0.3,0.6,0,0,0
2026-04-26,"Overall",0,4,2,3,6,0,2,3,0,0,1,3,0,0,0,0,6,0,2,1,4,1,0,0,"Deng",10000,4,2,6,30000,27,0,0.766666666666667,0.1,0.4,0.8,0.2,0.233333333333333,0.366666666666667,0,0,0.166666666666667,0.533333333333333,0,0,0,0,0.8,0,0.2,0.4,0.533333333333333,0.1,0,0,0,0.4,0.2,0.3,0.6,0,0.2,0.3,0,0,0.1,0.3,0,0,0,0,0.6,0,0.2,0.1,0.4,0.1,0,0
2026-05-03,"Overall",0,12,0,5,11,4,4,6,0,0,2,9,0,0,0,0,11,0,2,8,6,2,0,0,"Deng",10000,15,2,5,27000,37,0,1.07407407407407,0.0740740740740741,0.518518518518518,1.22222222222222,0.222222222222222,0.222222222222222,0.518518518518518,0,0,0.111111111111111,0.703703703703704,0,0,0,0,1.25925925925926,0,0.444444444444444,0.666666666666667,0.62962962962963,0.111111111111111,0,0,0,1.2,0,0.5,1.1,0.4,0.4,0.6,0,0,0.2,0.9,0,0,0,0,1.1,0,0.2,0.8,0.6,0.2,0,0
2026-05-10,"Overall",0,13,0,6,16,2,0,5,0,0,0,7,0,0,0,0,17,0,8,9,7,0,0,0,"Deng",7000,18,1,5,27000,40,0,1.07407407407407,0.0740740740740741,0.592592592592593,1.22222222222222,0.333333333333333,0.185185185185185,0.444444444444444,0,0,0.111111111111111,0.777777777777778,0,0,0,0,1.22222222222222,0,0.37037037037037,0.703703703703704,0.62962962962963,0.0740740740740741,0,0,0,1.85714285714286,0,0.857142857142857,2.28571428571429,0.285714285714286,0,0.714285714285714,0,0,0,1,0,0,0,0,2.42857142857143,0,1.14285714285714,1.28571428571429,1,0,0,0
2026-05-17,"Overall",0,4,2,5,6,3,1,1,0,0,1,5,0,0,0,0,5,0,0,2,4,0,0,0,"Deng",10000,7,2,5,27000,38,0,0.925925925925926,0.111111111111111,0.703703703703704,1.25925925925926,0.185185185185185,0.222222222222222,0.296296296296296,0,0,0.148148148148148,0.740740740740741,0,0,0,0,1.2962962962963,0,0.444444444444444,0.592592592592593,0.703703703703704,0,0,0,0,0.4,0.2,0.5,0.6,0.3,0.1,0.1,0,0,0.1,0.5,0,0,0,0,0.5,0,0,0.2,0.4,0,0,0
2026-05-24,"Overall",0,8,1,8,12,0,5,2,0,0,3,8,0,0,0,0,13,0,4,5,8,0,0,0,"Deng",10000,13,2,6,30000,26,0,0.533333333333333,0.1,0.5,0.8,0.1,0.266666666666667,0.233333333333333,0,0,0.166666666666667,0.566666666666667,0,0,0,0,0.8,0,0.166666666666667,0.333333333333333,0.5,0,0,0,0,0.8,0.1,0.8,1.2,0,0.5,0.2,0,0,0.3,0.8,0,0,0,0,1.3,0,0.4,0.5,0.8,0,0,0
2026-05-31,"Overall",0,4,0,2,6,0,2,4,0,0,1,4,0,0,0,0,6,0,1,3,3,0,0,0,"Deng",10000,6,2,6,28000,23,0,0.5,0.0357142857142857,0.464285714285714,0.75,0.107142857142857,0.285714285714286,0.214285714285714,0,0,0.142857142857143,0.535714285714286,0,0,0,0,0.821428571428571,0,0.214285714285714,0.357142857142857,0.5,0.0714285714285714,0,0,0,0.4,0,0.2,0.6,0,0.2,0.4,0,0,0.1,0.4,0,0,0,0,0.6,0,0.1,0.3,0.3,0,0,0
2026-06-07,"Overall",0,2,0,3,3,3,1,0,0,0,0,3,0,0,0,0,4,0,1,2,3,2,0,0,"Deng",8000,4,2,6,26000,19,0,0.423076923076923,0,0.384615384615385,0.692307692307692,0.230769230769231,0.153846153846154,0.230769230769231,0,0,0.0769230769230769,0.576923076923077,0,0,0,0,0.692307692307692,0,0.230769230769231,0.346153846153846,0.384615384615385,0.115384615384615,0,0,0,0.25,0,0.375,0.375,0.375,0.125,0,0,0,0,0.375,0,0,0,0,0.5,0,0.125,0.25,0.375,0.25,0,0
2026-06-14,"Overall",0,5,0,5,9,3,1,2,0,0,1,8,0,0,0,0,8,0,4,4,4,1,0,0,"Deng",8000,9,2,6,24000,27,0,0.833333333333333,0.0833333333333333,0.791666666666667,1.08333333333333,0.416666666666667,0.125,0.291666666666667,0,0,0.0833333333333333,0.958333333333333,0.0416666666666667,0,0,0,1.04166666666667,0,0.458333333333333,0.458333333333333,0.5,0.125,0,0,0,0.625,0,0.625,1.125,0.375,0.125,0.25,0,0,0.125,1,0,0,0,0,1,0,0.5,0.5,0.5,0.125,0,0
2026-06-21,"Overall",0,13,2,11,14,4,1,5,0,0,1,12,1,0,0,0,13,0,6,5,5,0,0,0,"Deng",8000,14,2,6,24000,34,0,1.125,0.208333333333333,0.833333333333333,1.41666666666667,0.458333333333333,0.166666666666667,0.333333333333333,0,0,0.125,1.125,0.0416666666666667,0,0,0,1.20833333333333,0,0.5,0.5,0.458333333333333,0.0833333333333333,0,0,0,1.625,0.25,1.375,1.75,0.5,0.125,0.625,0,0,0.125,1.5,0.125,0,0,0,1.625,0,0.75,0.625,0.625,0,0,0
2026-06-28,"Overall",0,9,3,4,11,4,2,1,0,0,1,7,0,0,0,0,8,0,2,3,2,1,0,0,"Deng",8000,11,2,5,19000,27,0,1.26315789473684,0.31578947368421,0.842105263157895,1.42105263157895,0.421052631578947,0.210526315789474,0.31578947368421,0,0,0.105263157894737,1.05263157894737,0.0526315789473684,0,0,0,1.15789473684211,0,0.421052631578947,0.421052631578947,0.368421052631579,0.0526315789473684,0,0,0,1.125,0.375,0.5,1.375,0.5,0.25,0.125,0,0,0.125,0.875,0,0,0,0,1,0,0.25,0.375,0.25,0.125,0,0
2026-07-05,"Overall",0,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Deng",3000,2,1,5,19000,21,0,0.842105263157895,0.31578947368421,0.368421052631579,1,0.31578947368421,0.157894736842105,0.0526315789473684,0,0.0526315789473684,0.157894736842105,0.68421052631579,0,0,0,0,0.789473684210526,0,0.210526315789474,0.263157894736842,0.368421052631579,0.0526315789473684,0,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0
2026-07-12,"Overall",0,5,2,2,6,2,0,0,0,1,2,5,0,0,0,0,6,0,2,2,5,0,0,0,"Deng",8000,8,2,5,19000,17,0,0.68421052631579,0.157894736842105,0.368421052631579,0.789473684210526,0.263157894736842,0.0526315789473684,0.0526315789473684,0,0.0526315789473684,0.105263157894737,0.631578947368421,0,0,0,0,0.68421052631579,0,0.31578947368421,0.31578947368421,0.526315789473684,0,0,0,0,0.625,0.25,0.25,0.75,0.25,0,0,0,0.125,0.25,0.625,0,0,0,0,0.75,0,0.25,0.25,0.625,0,0,0
2026-07-19,"Overall",0,6,0,4,7,3,0,1,0,0,0,6,0,0,0,0,6,0,4,4,5,0,0,0,"Deng",8000,7,2,6,24000,20,0,0.625,0.0833333333333333,0.291666666666667,0.75,0.291666666666667,0.0416666666666667,0.0416666666666667,0,0.0416666666666667,0.0833333333333333,0.666666666666667,0,0,0,0,0.708333333333333,0,0.291666666666667,0.375,0.458333333333333,0.0416666666666667,0,0,0,0.75,0,0.5,0.875,0.375,0,0.125,0,0,0,0.75,0,0,0,0,0.75,0,0.5,0.5,0.625,0,0,0
2026-07-26,"Overall",0,4,0,1,5,2,1,0,0,0,0,5,0,0,0,0,5,0,1,3,1,1,0,0,"Deng",8000,5,2,6,24000,15,0,0.541666666666667,0,0.291666666666667,0.625,0.25,0.0833333333333333,0.0833333333333333,0,0,0,0.5,0,0,0,0,0.583333333333333,0,0.25,0.375,0.25,0.0416666666666667,0,0,0,0.5,0,0.125,0.625,0.25,0.125,0,0,0,0,0.625,0,0,0,0,0.625,0,0.125,0.375,0.125,0.125,0,0
2026-08-02,"Overall",0,3,0,2,3,1,1,1,0,0,0,1,0,0,0,0,3,0,1,2,0,0,0,0,"Deng",8000,3,2,6,24000,20,0,0.708333333333333,0.0416666666666667,0.5,0.791666666666667,0.333333333333333,0.208333333333333,0.166666666666667,0,0,0.0833333333333333,0.625,0,0,0,0,0.708333333333333,0,0.416666666666667,0.541666666666667,0.291666666666667,0.125,0,0,0,0.375,0,0.25,0.375,0.125,0.125,0.125,0,0,0,0.125,0,0,0,0,0.375,0,0.125,0.25,0,0,0,0
2026-08-09,"Overall",0,10,1,9,11,5,3,3,0,0,2,9,0,0,0,0,9,0,8,8,6,2,0,0,"Deng",8000,12,2,6,24000,26,0,0.75,0.125,0.5,1,0.375,0.166666666666667,0.166666666666667,0,0,0.0833333333333333,0.833333333333333,0,0,0,0,0.916666666666667,0,0.458333333333333,0.708333333333333,0.583333333333333,0.0833333333333333,0,0,0,1.25,0.125,1.125,1.375,0.625,0.375,0.375,0,0,0.25,1.125,0,0,0,0,1.125,0,1,1,0.75,0.25,0,0
2026-08-16,"Overall",0,5,2,1,10,3,0,0,0,0,0,10,0,0,0,0,10,0,2,7,8,0,0,0,"Deng",8000,11,2,6,24000,29,0,0.875,0.208333333333333,0.5,1.04166666666667,0.333333333333333,0.166666666666667,0.125,0,0,0.0833333333333333,0.916666666666667,0,0,0,0,1.04166666666667,0,0.458333333333333,0.666666666666667,0.666666666666667,0.125,0,0,0,0.625,0.25,0.125,1.25,0.375,0,0,0,0,0,1.25,0,0,0,0,1.25,0,0.25,0.875,1,0,0,0
2026-08-23,"Overall",0,6,2,2,4,0,1,0,0,0,0,3,0,0,0,0,6,0,1,1,2,1,0,0,"Deng",8000,6,2,6,24000,21,0,0.583333333333333,0.166666666666667,0.25,0.75,0.166666666666667,0.125,0.0833333333333333,0,0,0,0.708333333333333,0,0,0,0,0.833333333333333,0,0.166666666666667,0.375,0.5,0.0416666666666667,0,0,0,0.75,0.25,0.25,0.5,0,0.125,0,0,0,0,0.375,0,0,0,0,0.75,0,0.125,0.125,0.25,0.125,0,0
2026-08-30,"Overall",0,3,0,3,4,1,2,2,0,0,0,4,0,0,0,0,4,0,1,1,2,0,0,0,"Deng",8000,4,2,6,24000,17,0,0.625,0.0833333333333333,0.375,0.625,0.0833333333333333,0.166666666666667,0.125,0,0,0,0.583333333333333,0,0,0,0,0.666666666666667,0,0.0833333333333333,0.125,0.375,0.0416666666666667,0,0,0,0.375,0,0.375,0.5,0.125,0.25,0.25,0,0,0,0.5,0,0,0,0,0.5,0,0.125,0.125,0.25,0,0,0
2026-09-06,"Overall",0,6,0,4,7,1,1,1,0,0,0,7,0,0,0,0,6,0,0,1,5,0,0,0,"Deng",8000,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.75,0,0.5,0.875,0.125,0.125,0.125,0,0,0,0.875,0,0,0,0,0.75,0,0,0.125,0.625,0,0,0
